battery_id,cycle,Q_dot_W_m3,t_cycle_s,T_core_FTCS,T_surface_FTCS,delta_T_FTCS,T_core_Greens,T_surface_Greens,delta_T_Greens,error_core,error_surface
B5,19,1198.1543,6866.51,25.570118638558306,25.522111884440843,0.04800675411746269,25.5855,25.5419,0.0436,-0.015381361441693997,-0.019788115559155273
B5,20,1211.5715,6838.79,25.576459526544753,25.527918905837797,0.048540620706955195,25.592,25.5479,0.0441,-0.015540473455246229,-0.019981094162201174
B5,21,1087.8355,6812.9,25.517549533560523,25.47396947018606,0.04358006337446341,25.5315,25.4919,0.0396,-0.013950466439478504,-0.01793052981394183
B5,22,1113.3382,6796.28,25.52965823231329,25.48505859826872,0.04459963404457312,25.544,25.5034,0.0405,-0.014341767686708806,-0.018341401731280627
B5,23,1247.427,6789.44,25.593437728609036,25.54346758878599,0.049970139823045656,25.6095,25.5641,0.0454,-0.01606227139096461,-0.020632411214009494
B5,24,1425.6624,6781.09,25.678214102299854,25.621105432334247,0.05710866996560782,25.6965,25.6446,0.0519,-0.01828589770014588,-0.023494567665753863
B5,25,1130.1457,6761.89,25.537601114617107,25.49233273557603,0.045268379041075946,25.5521,25.511,0.0411,-0.014498885382892013,-0.018667264423967822
B5,26,1224.0442,6728.54,25.582211278530583,25.53318661466061,0.04902466386997162,25.5979,25.5534,0.0445,-0.015688721469416578,-0.02021338533938888
B5,27,1118.0985,6736.34,25.531830542755163,25.487048132633742,0.044782410121420924,25.5462,25.5055,0.0407,-0.01436945724483607,-0.018451867366259478
B5,28,1127.7047,6699.58,25.536340794417665,25.491178692740327,0.04516210167733803,25.5508,25.5098,0.041,-0.014459205582333823,-0.018621307259671482
B5,29,1140.9003,6683.5,25.542589927724606,25.4969016645495,0.04568826317510499,25.5572,25.5157,0.0415,-0.01461007227539568,-0.018798335450497916
B5,30,1158.4063,6687.93,25.55092226313666,25.504532373148393,0.046389889988265764,25.5658,25.5236,0.0422,-0.014877736863340374,-0.019067626851605013
B5,31,1369.5999,6623.83,25.651230683049768,25.59639462121299,0.05483606183677736,25.6688,25.619,0.0498,-0.017569316950233116,-0.0226053787870093
B5,32,1379.7023,6638.49,25.65606511429043,25.600821927673575,0.05524318661685612,25.6738,25.6236,0.0502,-0.017734885709568715,-0.022778072326424592
B5,33,1354.3248,6601.88,25.643920884374893,25.58970040689445,0.05422047748044179,25.6613,25.612,0.0493,-0.017379115625107744,-0.02229959310554719
B5,34,1248.4814,6579.55,25.593553279677423,25.543574005027,0.049979274650421956,25.6095,25.5641,0.0454,-0.015946720322578045,-0.02052599497299923
B5,35,1063.7499,6567.63,25.505707544281904,25.463125221498824,0.04258232278307972,25.5193,25.4806,0.0387,-0.013592455718097085,-0.017474778501174626
B5,36,1147.6194,6570.08,25.54558383035279,25.499643779296296,0.04594005105649401,25.5603,25.5185,0.0417,-0.014716169647211785,-0.01885622070370374
B5,37,1191.2978,6519.81,25.566249057969408,25.51856907684561,0.047679981123799564,25.5815,25.5382,0.0433,-0.015250942030590409,-0.01963092315439141
B5,38,1056.2975,6517.79,25.50207697955847,25.459800498132346,0.042276481426124946,25.5156,25.4772,0.0384,-0.013523020441528644,-0.017399501867654266
B5,39,1230.7985,6515.03,25.585015184949714,25.53575505042358,0.04926013452613276,25.6008,25.556,0.0448,-0.01578481505028506,-0.020244949576419202
B5,40,1195.9653,6474.81,25.56837479155267,25.520515960078587,0.047858831474083985,25.5837,25.5402,0.0435,-0.01532520844732943,-0.019684039921411767
B5,41,1379.7859,6451.54,25.655678027135355,25.600468092994,0.05520993414135589,25.6733,25.6231,0.0502,-0.01762197286464584,-0.022631907006001484
B5,42,1100.6961,6430.03,25.523011004414393,25.478972072773818,0.04403893164057493,25.5371,25.4971,0.04,-0.014088995585606057,-0.01812792722618184
B5,43,1233.7091,6389.97,25.586121251913692,25.536768410986845,0.04935284092684711,25.6019,25.557,0.0448,-0.015778748086308525,-0.020231589013153695
B5,44,1462.6599,6387.75,25.69488766375429,25.636376433833956,0.05851122992033453,25.7135,25.6604,0.0532,-0.01861233624570957,-0.02402356616604351
B5,45,1293.6859,6354.78,25.614528824176183,25.56278413015144,0.051744694024744575,25.631,25.584,0.047,-0.016471175823816964,-0.021215869848560942
B5,46,1294.2864,6353.06,25.614810298848408,25.563041909859102,0.05176838898930569,25.6313,25.5843,0.047,-0.016489701151591873,-0.021258090140896968
B5,47,1156.194,6351.81,25.549210443357858,25.502965712720485,0.046244730637372555,25.5639,25.5219,0.042,-0.014689556642142776,-0.01893428727951374
B5,48,1150.6135,6370.28,25.546600774942167,25.50057572060315,0.04602505433901882,25.5613,25.5195,0.0418,-0.014699225057832166,-0.018924279396852484
B5,49,1243.417,6335.98,25.590603721465296,25.5408736457657,0.0497300756995962,25.6064,25.5613,0.0452,-0.015796278534704555,-0.020426354234299282
B5,50,1178.6698,6293.14,25.55974909732719,25.512617201371032,0.0471318959561593,25.5748,25.5319,0.0428,-0.015050902672808064,-0.019282798628967868
B5,51,1084.7944,6263.37,25.515100318311966,25.4717280352144,0.04337228309756469,25.5289,25.4895,0.0394,-0.013799681688034582,-0.017771964785598726
B5,52,1190.0766,6253.87,25.56506836128766,25.51748872463467,0.04757963665299059,25.5802,25.537,0.0432,-0.015131638712340134,-0.019511275365328373
B5,53,1298.4788,6227.95,25.616467344340606,25.56455994472322,0.05190739961738444,25.633,25.5858,0.0472,-0.016532655659393214,-0.021240055276777525
B5,54,1146.0068,6236.37,25.54410054167343,25.49828649411548,0.04581404755795049,25.5587,25.517,0.0416,-0.014599458326571835,-0.018713505884520032
B5,55,1200.4189,6195.36,25.56982679909366,25.52184672971614,0.04798006937751964,25.5851,25.5415,0.0436,-0.015273200906339213,-0.019653270283857438
B5,56,1194.2405,6170.01,25.56682694020488,25.519099565940493,0.04772737426438667,25.582,25.5386,0.0434,-0.015173059795120736,-0.019500434059505523
B5,57,1105.0123,6170.04,25.524476218064176,25.480314815391132,0.04416140267304414,25.5385,25.4984,0.0401,-0.014023781935822655,-0.018085184608867877
B5,58,1144.1012,6133.88,25.542932919862476,25.49721759377321,0.04571532608926532,25.5574,25.5159,0.0415,-0.014467080137524846,-0.018682406226787407
B5,59,1157.9999,6123.53,25.54950134016616,25.50323299059819,0.046268349567970546,25.5642,25.5221,0.042,-0.014698659833840111,-0.018867009401809298
B5,60,1396.1399,6154.23,25.66260420111694,25.60681236807628,0.05579183304066149,25.6803,25.6296,0.0507,-0.01769579888305728,-0.022787631923719687
B5,61,1337.8283,6090.57,25.634729030430407,25.58128462031437,0.05344441011603607,25.6517,25.6031,0.0485,-0.016970969569594985,-0.02181537968563063
B5,62,1757.5086,6106.66,25.833912961342868,25.763697088693206,0.070215872649662,25.8562,25.7924,0.0638,-0.022287038657132996,-0.028702911306794476
B5,63,1345.4399,6058.5,25.638234501382527,25.58449509294295,0.0537394084395757,25.6553,25.6064,0.0488,-0.017065498617473196,-0.021904907057049172
B5,64,1183.8374,6019.49,25.561456896935827,25.514182353523786,0.047274543412040515,25.5764,25.5335,0.0429,-0.014943103064172902,-0.019317646476213923
B5,65,1439.9518,6025.71,25.682947949862584,25.62544385017575,0.057504099686834564,25.7012,25.6489,0.0522,-0.018252050137416376,-0.023456149824252037
B5,66,1213.1575,6017.97,25.575357810437385,25.526912820510795,0.04844498992659041,25.5907,25.5467,0.044,-0.015342189562613129,-0.019787179489206608
B5,67,1161.2323,5998.96,25.550674175907996,25.504307630767084,0.04636654514091276,25.5653,25.5232,0.0421,-0.01462582409200408,-0.018892369232915485
B5,68,1250.9996,5991.55,25.593220197997578,25.54327133041156,0.0499488675860178,25.609,25.5636,0.0454,-0.015779802002423793,-0.020328669588440818
B5,69,1259.9011,5961.27,25.597338692341285,25.54704320804624,0.050295484295045156,25.6132,25.5676,0.0457,-0.01586130765871374,-0.02055679195375859
B5,70,1185.4917,5919.1,25.561923032119047,25.51460973261774,0.04731329950130814,25.5769,25.5339,0.043,-0.014976967880951264,-0.01929026738226014
B5,71,1169.5732,5897.48,25.554304938623588,25.50763318670381,0.046671751919777904,25.569,25.5266,0.0424,-0.01469506137641119,-0.018966813296188434
B5,72,1346.1035,5910.03,25.638018965672277,25.584298525186124,0.053720440486152654,25.655,25.6062,0.0488,-0.01698103432772413,-0.02190147481387683
B5,73,1235.6029,5894.74,25.58559008797879,25.5362841809895,0.04930590698928938,25.6012,25.5564,0.0448,-0.015609912021208316,-0.02011581901049908
B5,74,1323.4874,5881.18,25.6271898824833,25.574381407571018,0.05280847491228258,25.6439,25.5959,0.048,-0.016710117516698375,-0.021518592428982686
B5,75,933.3256,5862.93,25.442245080081808,25.40500876609975,0.0372363139820564,25.454,25.4202,0.0338,-0.011754919918192996,-0.015191233900250012
B5,76,1426.6114,5828.65,25.675838134140623,25.61893388982939,0.056904244311233754,25.6938,25.6421,0.0517,-0.017961865859376758,-0.02316611017061021
B5,77,1297.8502,5827.87,25.614835309307324,25.563067389178507,0.05176792012881748,25.6311,25.5841,0.047,-0.016264690692675998,-0.02103261082149288
B5,78,1197.0047,5835.44,25.567088463274725,25.51934069150079,0.047747771773934744,25.5821,25.5388,0.0434,-0.01501153672527522,-0.01945930849920785
B5,79,1296.1017,5783.37,25.61382929252065,25.562146352082927,0.051682940437721925,25.6301,25.5832,0.0469,-0.01627070747935022,-0.02105364791707487
B5,80,1117.8468,5759.18,25.529323327767813,25.484755716691826,0.044567611075986946,25.5433,25.5029,0.0405,-0.013976672232185905,-0.018144283308174636
B5,81,1097.1153,5754.3,25.519488933904725,25.475749379800686,0.04373955410403951,25.5332,25.4935,0.0397,-0.013711066095275726,-0.017750620199315392
B5,82,1229.528,5741.07,25.582135246616936,25.53312112356037,0.049014123056565495,25.5975,25.553,0.0445,-0.015364753383064311,-0.01987887643963049
B5,83,1374.6661,5725.1,25.65078068477336,25.595986923630058,0.05479376114330137,25.668,25.6182,0.0498,-0.01721931522664022,-0.022213076369943963
B5,84,1252.8807,5680.88,25.592939072925983,25.5430156901354,0.04992338279058117,25.6086,25.5633,0.0453,-0.01566092707401623,-0.020284309864599948
B5,85,1089.232,5666.39,25.515436239419227,25.472038406617234,0.043397832801993275,25.5291,25.4896,0.0394,-0.013663760580772788,-0.01756159338276575
B5,86,986.7315,5658.05,25.466904483381803,25.427592888172132,0.039311595209671424,25.4792,25.4435,0.0357,-0.012295516618195279,-0.015907111827868192
B5,87,1189.9622,5648.28,25.563028126241,25.51562334766268,0.04740477857832204,25.5779,25.5348,0.0431,-0.014871873758998788,-0.019176652337321798
B5,88,1154.1928,5623.35,25.54600141646894,25.500030379486827,0.045971036982113134,25.5604,25.5187,0.0417,-0.014398583531061604,-0.018669620513172447
B5,89,1283.0816,5613.83,25.606929510486655,25.5558286507613,0.05110085972535572,25.6229,25.5765,0.0464,-0.015970489513346564,-0.020671349238700287
B5,90,1190.9123,5579.51,25.56318253033354,25.515765208951635,0.04741732138190358,25.578,25.535,0.0431,-0.014817469666461136,-0.01923479104836545
B5,91,1428.3383,5559.79,25.675354063091678,25.61849259230086,0.05686147079081749,25.6931,25.6415,0.0516,-0.017745936908323046,-0.023007407699140003
B5,92,1228.6331,5545.06,25.58086059644444,25.53195511327584,0.048905483168603325,25.5961,25.5517,0.0444,-0.015239403555558084,-0.01974488672416186
B5,93,1070.2027,5533.31,25.505910030840116,25.463315077616755,0.04259495322336093,25.5192,25.4805,0.0387,-0.013289969159885118,-0.017184922383243872
B5,94,1341.5,5484.7,25.6339016224252,25.58053085175692,0.05337077066828044,25.6506,25.6021,0.0485,-0.016698377574801526,-0.021569148243081315
B5,95,1287.4943,5482.17,25.608369213494967,25.557148140937674,0.05122107255729347,25.6244,25.5778,0.0465,-0.0160307865050342,-0.02065185906232614
B5,96,1221.6134,5478.16,25.577219273552448,25.528620871518257,0.04859840203419097,25.5924,25.5483,0.0441,-0.015180726447553639,-0.019679128481744357
B5,97,1223.7195,5450.89,25.57807642424128,25.529406069421732,0.04867035481954929,25.5932,25.5491,0.0442,-0.015123575758718033,-0.01969393057826707
B5,98,1296.8973,5432.82,25.612547531860038,25.560975080684106,0.05157245117593234,25.6286,25.5818,0.0468,-0.01605246813996075,-0.020824919315895585
B5,99,1214.224,5427.68,25.573473850224605,25.525191184410865,0.04828266581374052,25.5885,25.5447,0.0438,-0.015026149775394515,-0.019508815589134088
B5,100,1225.226,5400.61,25.57852856780182,25.52982054823376,0.048708019568056926,25.5937,25.5495,0.0442,-0.015171432198179957,-0.019679451766236866
B5,101,1181.9063,5412.02,25.558132335262457,25.51114144355548,0.0469908917069759,25.5728,25.5301,0.0427,-0.014667664737544328,-0.01895855644452027
B5,102,1224.2526,5381.93,25.577967522804595,25.52930689677922,0.04866062602537369,25.5931,25.5489,0.0442,-0.015132477195404448,-0.01959310322077812
B5,103,1120.0065,5356.07,25.52862624323087,25.48411998810798,0.04450625512289008,25.5425,25.502,0.0404,-0.013873756769129386,-0.017880011892017933
B5,104,1187.5666,5296.62,25.56018827451394,25.513025245080943,0.04716302943299766,25.5748,25.532,0.0428,-0.014611725486059157,-0.01897475491905709
B5,105,1178.5108,5306.59,25.555971944863348,25.509163807972943,0.046808136890405194,25.5705,25.528,0.0425,-0.014528055136651119,-0.018836192027055887
B5,106,1306.5601,5301.68,25.616349591189987,25.564458214614156,0.051891376575831316,25.6324,25.5853,0.0471,-0.016050408810013295,-0.020841785385844247
B5,107,1401.1362,5248.79,25.66060750709914,25.60499054644482,0.055616960654319314,25.6778,25.6273,0.0505,-0.01719249290086111,-0.02230945355518088
B5,108,1193.3476,5263.76,25.5627267711213,25.515350315117562,0.04737645600373952,25.5774,25.5344,0.043,-0.014673228878699263,-0.01904968488243952
B5,109,990.6104,5222.22,25.46692242416411,25.427612135080537,0.03931028908357348,25.4791,25.4434,0.0357,-0.012177575835888632,-0.0157878649194636
B5,110,1022.7646,5206.45,25.481995478697105,25.441416315013214,0.040579163683890584,25.4945,25.4577,0.0368,-0.012504521302894034,-0.01628368498678512
B5,111,1449.1606,5218.93,25.683033713345687,25.62552901278457,0.05750470056111823,25.7008,25.6486,0.0522,-0.017766286654314456,-0.023070987215429994
B5,112,1008.3541,5147.75,25.474896423788874,25.434915408057932,0.03998101573094104,25.4872,25.4509,0.0363,-0.012303576211127876,-0.01598459194206825
B5,113,1225.7596,5188.13,25.5775471780873,25.52892370004805,0.048623478039250045,25.5926,25.5484,0.0441,-0.01505282191270041,-0.019476299951950438
B5,114,1301.239,5152.34,25.612865327011775,25.56126881003393,0.0515965169778454,25.6288,25.5819,0.0468,-0.015934672988223042,-0.02063118996607116
B5,115,1261.4762,5115.27,25.593885032532157,25.543886840756866,0.04999819177529119,25.6093,25.5639,0.0454,-0.01541496746784432,-0.020013159243134737
B5,116,1217.4544,5118.68,25.573183579450962,25.524928172108993,0.0482554073419692,25.588,25.5442,0.0438,-0.014816420549038867,-0.01927182789100712
B5,117,1221.5038,5111.25,25.57503969842263,25.52662810583591,0.048411592586717234,25.5899,25.546,0.0439,-0.014860301577371615,-0.019371894164088133
B5,118,1394.1039,5072.79,25.65599277371123,25.60076635099462,0.05522642271661127,25.673,25.6228,0.0501,-0.017007226288768607,-0.022033649005383182
B5,119,1196.8285,5044.26,25.562968633924932,25.515573991771227,0.047394642153705036,25.5775,25.5345,0.043,-0.014531366075068775,-0.01892600822877455
B5,120,1111.5082,5054.96,25.5229031302399,25.478881377109463,0.04402175313043699,25.5364,25.4965,0.04,-0.013496869760100338,-0.01761862289053795
B5,121,1141.7347,5004.82,25.53678594801823,25.491595964690426,0.04518998332780555,25.5506,25.5096,0.041,-0.013814051981768216,-0.018004035309573396
B5,122,1219.2608,5003.52,25.57322744734875,25.524969603180445,0.04825784416830459,25.588,25.5442,0.0438,-0.014772552651251658,-0.019230396819555295
B5,123,1326.5369,4964.82,25.62334525073081,25.570868673820712,0.05247657691009877,25.6394,25.5918,0.0476,-0.016054749269187596,-0.02093132617928717
B5,124,1165.0203,4961.41,25.547422462250683,25.501337516322106,0.046084945928576815,25.5615,25.5197,0.0418,-0.014077537749315638,-0.018362483677893948
B5,125,1221.0944,4955.63,25.573728597009193,25.525429125885065,0.048299471124128246,25.5885,25.5447,0.0438,-0.014771402990806592,-0.01927087411493389
B5,126,1297.5639,4926.24,25.609414157176325,25.558110869134655,0.051303288041669504,25.6251,25.5785,0.0466,-0.015685842823675245,-0.02038913086534322
B5,127,1366.6175,4898.07,25.6415965587281,25.587584397329604,0.05401216139849652,25.6581,25.6091,0.049,-0.016503441271900954,-0.021515602670397982
B5,128,1148.0695,4895.68,25.53897418581293,25.493601215314573,0.04537297049835587,25.5528,25.5116,0.0412,-0.013825814187072183,-0.01799878468542815
B5,129,1392.4115,4863.36,25.65338022258563,25.598376574570924,0.055003648014704254,25.6701,25.6202,0.0499,-0.016719777414373027,-0.021823425429076337
B5,130,1354.8802,4880.45,25.635924159050493,25.58238977595686,0.05353438309363412,25.6522,25.6037,0.0486,-0.016275840949507625,-0.02131022404314109
B5,131,1359.6264,4874.47,25.63809709093977,25.584379868142875,0.053717222796894504,25.6545,25.6057,0.0487,-0.01640290906022912,-0.02132013185712367
B5,132,1121.0012,4830.34,25.525768018785996,25.481507574371133,0.04426044441486354,25.5392,25.4991,0.0402,-0.013431981214004907,-0.017592425628865982
B5,133,1205.1905,4821.11,25.565178196417268,25.51760022517275,0.047577971244518125,25.5796,25.5365,0.0432,-0.014421803582731485,-0.01889977482725058
B5,134,1142.8358,4784.04,25.53563472600653,25.490544262804647,0.045090463201884035,25.5493,25.5084,0.0409,-0.013665273993467508,-0.017855737195354493
B5,135,1250.4623,4795.24,25.586177416807136,25.53683204542811,0.04934537137902595,25.6012,25.5564,0.0448,-0.015022583192862982,-0.01956795457189031
B5,136,1140.5778,4760.41,25.534375846930068,25.48939167171906,0.044984175211009614,25.548,25.5072,0.0408,-0.013624153069930145,-0.017808328280942476
B5,137,1059.7322,4723.59,25.49620789657556,25.454437184194212,0.04177071238134644,25.5088,25.4709,0.0379,-0.012592103424442058,-0.01646281580578801
B5,138,1010.6778,4695.89,25.473020199095355,25.43320176611783,0.039818432977526186,25.485,25.4489,0.0361,-0.011979800904644122,-0.015698233882169177
B5,139,1354.8646,4752.11,25.63469156605299,25.581262861421916,0.05342870463107374,25.6509,25.6024,0.0485,-0.016208433947010548,-0.021137138578083636
B5,140,1265.717,4675.85,25.59218490417628,25.542335601448638,0.04984930272764032,25.6072,25.562,0.0452,-0.015015095823720515,-0.01966439855136315
B5,141,1284.1167,4689.15,25.60093043496612,25.550344730948453,0.050585704017667155,25.6162,25.5703,0.0459,-0.015269565033879218,-0.019955269051546765
B5,142,1027.0192,4633.33,25.480153483484937,25.439735383482056,0.040418100002881374,25.4923,25.4557,0.0367,-0.012146516515063155,-0.015964616517944563
B5,143,1263.3623,4629.05,25.590607271758433,25.540891517929243,0.049715753829190135,25.6056,25.5605,0.0451,-0.014992728241566056,-0.01960848207075827
B5,144,1199.1859,4638.09,25.56069436679652,25.51349646265035,0.047197904146166536,25.5749,25.5321,0.0428,-0.014205633203481227,-0.018603537349648036
B5,145,1161.7638,4602.03,25.54284907101422,25.497153886970658,0.045695184043562875,25.5566,25.5151,0.0414,-0.013750928985778899,-0.01794611302934257
B5,146,1133.9961,4555.55,25.52941988282621,25.48485583515135,0.044564047674860774,25.5428,25.5024,0.0404,-0.01338011717378862,-0.017544164848651178
B5,147,1217.8673,4544.78,25.568457927756317,25.520608028868114,0.04784989888820235,25.5828,25.5394,0.0434,-0.014342072243682225,-0.018791971131886243
B5,148,1262.9459,4494.2,25.588921349273292,25.539349851175952,0.04957149809733963,25.6037,25.5588,0.045,-0.01477865072670781,-0.01945014882404905
B5,149,1268.2303,4537.83,25.591886665031936,25.542064778167873,0.04982188686406275,25.6068,25.5616,0.0452,-0.014913334968063907,-0.019535221832125416
B5,150,1083.925,4528.69,25.505783518269297,25.463209475832546,0.042574042436751114,25.5185,25.4799,0.0386,-0.012716481730702611,-0.016690524167454868
B5,151,1474.7044,4470.43,25.6873352258305,25.62948041962608,0.05785480620441774,25.7046,25.6521,0.0525,-0.017264774169500896,-0.0226195803739202
B5,152,1230.8052,4491.4,25.57389969332226,25.525592672502967,0.048307020819294166,25.5883,25.5445,0.0438,-0.014400306677739394,-0.01890732749703261
B5,153,1257.8928,4438.61,25.585903949450998,25.536587475736802,0.04931647371419601,25.6006,25.5559,0.0447,-0.014696050549002138,-0.019312524263199293
B5,154,959.3269,4431.41,25.44676734696588,25.409162334030864,0.03760501293501761,25.458,25.4239,0.0341,-0.011232653034117135,-0.01473766596913606
B5,155,1232.426,4429.43,25.573928046359864,25.525619782946972,0.04830826341289196,25.5883,25.5445,0.0438,-0.014371953640136326,-0.018880217053027337
B5,156,1248.5101,4394.51,25.580991306129278,25.53208919133783,0.048902114791449236,25.5955,25.5512,0.0443,-0.014508693870723732,-0.019110808662173184
B5,157,1219.1605,4357.11,25.56686649023236,25.519153999054254,0.04771249117810683,25.581,25.5377,0.0433,-0.014133509767638941,-0.01854600094574721
B5,158,1460.655,4343.84,25.67894709854848,25.621801237881186,0.0571458606672941,25.6959,25.644,0.0518,-0.016952901451521285,-0.022198762118812
B5,159,1300.9774,4340.61,25.60468414758479,25.55378894207,0.05089520551479154,25.6197,25.5736,0.0461,-0.015015852415210418,-0.019811057929999265
B5,160,1151.4751,4324.21,25.5349953489709,25.489966045157846,0.04502930381305248,25.5483,25.5075,0.0408,-0.013304651029102388,-0.01753395484215403
B5,161,1403.3097,4290.86,25.651493442861476,25.596659570506823,0.05483387235465287,25.6677,25.6179,0.0497,-0.016206557138524147,-0.02124042949317584
B5,162,1275.78,4286.44,25.592224040210915,25.542378761127786,0.04984527908312941,25.6069,25.5617,0.0452,-0.014675959789084203,-0.019321238872212376
B5,163,1157.6317,4269.42,25.537160653886996,25.49195019862801,0.04521045525898515,25.5505,25.5095,0.041,-0.013339346113003359,-0.01754980137198814
B5,164,1213.3547,4269.93,25.563023843014957,25.515636585901664,0.04738725711329295,25.577,25.534,0.043,-0.013976156985044952,-0.018363414098335085
B5,165,1061.4877,4209.07,25.49181848004606,25.450425429858466,0.04139305018759387,25.5039,25.4664,0.0375,-0.012081519953941466,-0.015974570141533917
B5,166,1222.8657,4197.75,25.566423638801165,25.5187518374543,0.04767180134686555,25.5804,25.5372,0.0432,-0.013976361198835718,-0.01844816254569892
B5,167,1108.7632,4191.04,25.513486360154506,25.470270044299212,0.043216315855293175,25.5261,25.487,0.0392,-0.012613639845493907,-0.016729955700785837
B5,168,1286.3274,4164.84,25.595308126231068,25.545206133772822,0.05010199245824509,25.6099,25.5645,0.0454,-0.014591873768932118,-0.019293866227176437
B5,169,1205.8986,4175.41,25.55823967538926,25.511257173738375,0.046982501650884245,25.572,25.5294,0.0426,-0.013760324610739616,-0.018142826261623668
B5,170,1384.1164,4110.99,25.63963211587865,25.585801229868924,0.05383088600972741,25.6553,25.6065,0.0488,-0.015667884121349118,-0.02069877013107657
B5,171,1202.9602,4143.79,25.556415255180827,25.509587035451837,0.046828219728990206,25.5701,25.5276,0.0424,-0.013684744819173034,-0.018012964548162813
B5,172,1290.9133,4083.01,25.596102568498523,25.545935818738098,0.05016674976042523,25.6107,25.5652,0.0455,-0.014597431501478297,-0.01926418126190299
B5,173,1247.2445,4077.36,25.575839747222197,25.5273784298404,0.04846131738179693,25.5899,25.546,0.0439,-0.014060252777802873,-0.018621570159599088
B5,174,1020.9644,4079.37,25.471395365410114,25.431723798772442,0.03967156663767213,25.4829,25.447,0.036,-0.01150463458988682,-0.015276201227557351
B5,175,1241.5085,4019.76,25.57223169562502,25.524075547860935,0.048156147764085944,25.5861,25.5425,0.0436,-0.013868304374977214,-0.018424452139065295
B5,176,1348.7938,4054.34,25.622312924204742,25.56994118658791,0.05237173761683067,25.6375,25.59,0.0475,-0.015187075795257243,-0.020058813412088483
B5,177,1215.0082,4017.45,25.559975395222253,25.512850742817008,0.04712465240524466,25.5736,25.5309,0.0427,-0.013624604777746185,-0.018049257182990885
B5,178,1211.8083,3987.98,25.558001112793367,25.51104340063068,0.04695771216268696,25.5715,25.529,0.0425,-0.013498887206633725,-0.01795659936932026
B5,179,1296.4253,3987.12,25.59695551317487,25.546719668893456,0.05023584428141348,25.6114,25.5659,0.0455,-0.014444486825130554,-0.01918033110654349
B5,180,1088.6308,3962.12,25.500884661561678,25.458734127284174,0.04215053427750348,25.513,25.4748,0.0382,-0.01211533843832413,-0.01606587271582427
B5,181,1289.7587,3933.33,25.592877468674804,25.542986411588284,0.0498910570865192,25.6072,25.562,0.0452,-0.014322531325195342,-0.019013588411716853
B5,182,1066.2421,3914.84,25.48983678133568,25.44861714035684,0.0412196409788379,25.5016,25.4643,0.0373,-0.011763218664320618,-0.015682859643160185
B5,183,1232.4593,3915.29,25.5662070333014,25.518560840188588,0.047646193112811375,25.5799,25.5367,0.0432,-0.013692966698599207,-0.018139159811411787
