battery_id,cycle,chI,chV,chT,disI,disV,disT,BCt,SOH,RUL,heat_gen,avg_heat_gen,deltaT,stress,cumulative_stress
B5,17,1.358166583749068,4.212071274592871,27.05896248623431,1.9509866774036684,3.8072056213002847,31.79556441920779,1.9165565675916008,95.82782837958004,203,0.8246012464947132,0.8535870084949339,2.0190671455288007,144219.0818234858,2515492.1651262487
B5,18,1.326797612450857,4.186073803890466,26.67939772382858,1.894448368662486,3.572291284446168,31.633623908464592,1.9117605678558456,95.58802839279228,202,0.7681489957851463,0.8326588159223504,1.8808416878504846,134345.8348464632,2649837.999972712
B5,19,1.5685604375391793,4.1381437411296425,27.27125133625577,1.9908818710796428,4.179809935685908,26.84845729641802,1.907363800831384,95.3681900415692,201,0.8594816675262817,0.8225647662618619,2.1044731674411183,150319.5119600799,2800157.5119327917
B5,20,1.426717598795002,4.206902543045059,27.83236146064772,2.0019980609192207,4.028407870811173,31.44353300800732,1.899663203121699,94.98316015608496,200,0.865693396506123,0.8380433707771594,2.119682819322486,151405.91566589187,2951563.4275986836
B5,21,1.45330122268637,4.198300293261579,25.35942499338097,1.8970148341497868,4.023047708522617,36.12104512172368,1.8924717619037064,94.62358809518533,199,0.8720263365323483,0.8381026757718603,2.135189261006767,152513.5186433405,3104076.946242024
B5,22,1.3235754482012858,4.196091040535622,25.69145477301985,1.919122401467708,4.190725907536551,32.89522805906718,1.887854396074148,94.3927198037074,198,0.7792435590212643,0.8401943031986392,1.908007142934697,136286.22449533554,3240363.1707373597
B5,23,1.4005280934779445,4.14353429772579,26.37948252617109,2.0314058149866274,3.5956982598480542,33.19798325355427,1.885954582127164,94.2977291063582,197,0.7584857702294465,0.8182401388707605,1.8571809168750764,132655.7797767912,3373018.950514151
B5,24,1.5105092315862838,4.187590693243427,27.96720811522221,2.1716882187190394,3.491989426000304,31.512481662098388,1.8836367253907071,94.18183626953537,196,0.8962249130892694,0.8284720912414114,2.1944403852347927,156745.74180248522,3529764.692316636
B5,25,1.533072560017434,4.273612828838117,28.495013269502618,1.9335541616877767,3.5771349268455896,34.83228892495459,1.8783020419890517,93.91510209945255,195,1.043911891165183,0.8678667905814166,2.5560575020207312,182575.5358586237,3712340.2281752597
B5,26,1.4889763851962912,4.259123223899659,29.29586847968054,2.0122766176034923,3.519909586726539,33.05639319351254,1.8690386029237387,93.45193014618694,194,0.987714824098465,0.8861858129488712,2.4184568710832712,172746.91936309086,3885087.1475383504
B5,27,1.4904573253582534,4.204346817325916,25.915638014465824,1.9232208116467115,3.458056275234779,32.31139220744456,1.871205746511556,93.5602873255778,193,0.9072098211145183,0.8921167307500707,2.2213373454136875,158666.95324383487,4043754.1007821853
B5,28,1.5325603640769254,4.22124599215677,26.81573820469604,1.931464905533795,3.990288209269029,32.08657179387803,1.860995593267933,93.04977966339663,192,0.963252836381189,0.9051490878713336,2.358560774728537,168468.6267663241,4212222.72754851
B5,29,1.3471728635190034,4.2091936974641815,28.119929585953027,1.9427323566023311,3.494793505216451,30.039762070451054,1.85652647603498,92.826323801749,191,0.8130131621927896,0.9099733168958373,1.9906932855654664,142192.3775403905,4354415.105088901
B5,30,1.4118260766821322,4.243953099178544,28.168071725634423,1.957580263678024,3.134916589234817,29.577412866486984,1.8577588742918512,92.88794371459257,190,0.9074948708683065,0.9312603312728173,2.2220353004497264,158716.8071749805,4513131.912263881
B5,31,1.3125375394411187,4.21232266283016,26.256010962627883,2.128560385271941,3.37455331883207,34.52350452720562,1.8399530815449037,91.99765407724516,189,0.7930355627419701,0.9165189955089174,1.941777382431499,138698.38445939284,4651830.2967232745
B5,32,1.488058967982819,4.137660368564777,27.73792651040579,2.136396297920295,3.801286120102506,31.20722256761213,1.844025621373125,92.20128106865624,188,0.8062668008270688,0.8825696968891867,1.9741745661925638,141012.4690137546,4792842.765737029
B5,33,1.3803576161257711,4.257790003934817,25.88568684075399,2.1166572402323816,3.2267170104459497,35.55802464689036,1.833854949902544,91.6927474951272,187,0.9033267805179976,0.8705142620919772,2.21182957456503,157987.82675464504,4950830.592491674
B5,34,1.4185888586274602,4.172486588083379,26.51570724839665,2.032264134081977,3.5212261176824744,32.73593910321934,1.8276520153865288,91.38260076932646,186,0.8111318141935199,0.8567888325318346,1.9860867342768533,141863.33816263243,5092693.930654307
B5,35,1.380061262589814,4.172183248705271,24.79529493660421,1.8758965650875905,3.270142806347618,30.40269381689848,1.8243416628581437,91.21708314290716,185,0.7849616465770257,0.8313186625598112,1.9220080952351843,137286.29251679892,5229980.223171106
B5,36,1.6964537984939927,4.251395615625493,24.33609476989208,1.948444606031904,3.374633520254544,37.010723340816014,1.8250231760379776,91.2511588018989,184,1.13687407093053,0.8775845066652027,2.783678893255383,198834.20666109884,5428814.429832204
B5,37,1.3937065835575535,4.209530798296948,26.112270112239127,1.985177283645904,3.888214863622197,34.08294304158816,1.8110581701692603,90.55290850846302,183,0.8461056909854083,0.8688146238247886,2.0717215861309453,147980.11329506757,5576794.543127272
B5,38,1.4610834416099747,4.301688018452668,25.29198383437473,1.8693139656446596,3.5943382657145477,32.4129711849531,1.810498556479761,90.52492782398808,182,1.0285499384105896,0.9024595346345914,2.5184431833063052,179888.79880759327,5756683.341934865
B5,39,1.4434756848672787,4.101977284205215,26.620524764206863,2.017820855681111,3.636873649101105,33.2959522979128,1.8097314516266576,90.48657258133288,181,0.726097979315425,0.8910068458472137,1.777878193493641,126991.29953526008,5883674.641470126
B5,40,1.4878675232235097,4.226813008125154,26.96555824820309,1.989062434422547,3.7397480614266736,31.095335387611293,1.798558349005696,89.9279174502848,180,0.9387904492675273,0.8960730842400036,2.298663700436741,164190.26431691012,6047864.905787036
B5,41,1.2405606151120516,4.213346672397399,26.110370551298875,2.1364610066999856,3.733458679256368,33.93443696600824,1.7920944651211794,89.60472325605897,179,0.744567008458745,0.8865638262778931,1.823100305528528,130221.45039489487,6178086.356181931
B5,42,1.3173024758884244,4.120816644206331,28.724750331685023,1.908195346977284,3.6515689478613154,33.71619047345509,1.786120080632509,89.30600403162545,178,0.6758128142167824,0.8709711359407153,1.654753076729933,118196.64833785237,6296283.004519783
B5,43,1.5206318163920545,4.178021303718533,26.891644797660764,2.020205296095299,3.657557763199309,33.44399042841938,1.7749905242263415,88.74952621131708,177,0.8887568818192767,0.8355258232105364,2.1761546299765744,155439.6164268982,6451722.620946681
B5,44,1.2981574920492216,4.175273465050246,28.112496015121287,2.199686564371213,3.88413668246652,36.14216895328937,1.7743753925214114,88.71876962607057,176,0.7349447106186173,0.8196456831581377,1.7995397476030082,128538.55340021489,6580261.174346896
B5,45,1.5325991584819676,4.215713303480463,27.21861455202033,2.0687286909239804,3.5364254592192355,34.55734611667944,1.7652167595004378,88.26083797502189,175,0.9548019875726874,0.8091102616098659,2.337868553787071,166990.61098479084,6747251.785331687
B5,46,1.2828828616770418,4.24116320437702,26.27570497338492,2.0692087797276857,3.942600338791745,31.922036035565284,1.764737524685241,88.23687623426206,174,0.8094541908404369,0.8210182918277248,1.9819790104416297,141569.9293172593,6888821.714648946
B5,47,1.3993743777402303,4.147247449042974,27.80707458309689,1.9557100573915107,4.003197144420791,33.78743372487212,1.7643911298664483,88.21955649332243,173,0.7629440261357263,0.7958973742374675,1.868097124029739,133435.5088592671,7022257.223508214
B5,48,1.2769057145919105,4.252155028629204,28.762415788405733,1.9509846468632384,4.020005533090158,32.21303570708796,1.769523036509107,88.47615182545535,172,0.8191840856743138,0.8065569566968344,2.005803023650488,143271.64454646345,7165528.868054677
B5,49,1.3834020760002317,4.27219163929827,24.89340435319896,2.028138060897468,3.778937259607139,31.316880612027308,1.759995713743414,87.9997856871707,171,0.9255371929469244,0.8422318679439975,2.2662126041984663,161872.32887131904,7327401.196925996
B5,50,1.379758095939907,4.182830330271358,25.440809477401043,1.9746275803003777,3.766283529172703,32.507027900457835,1.7480940593532488,87.40470296766244,170,0.7994503253890651,0.8294737884539674,1.9574841698783674,139820.29784845485,7467221.494774451
B5,51,1.4559354958957675,4.210492272919327,26.174234234432344,1.8943614064894616,4.0084718191898165,34.143762514277206,1.73982431439465,86.9912157197325,169,0.8916261922984049,0.8518568572653654,2.183180244530707,155941.44603790765,7623162.940812359
B5,52,1.3800372305245985,4.23895686662389,28.62461966271744,1.98415952768635,2.8714198980929764,33.809614146438264,1.7371851833232514,86.85925916616257,168,0.8770957346222286,0.8407559639867285,2.1476018727683837,153400.1337691703,7776563.074581529
B5,53,1.451060102877006,4.234660287319042,26.579110376706765,2.072557370538738,3.765098553991636,33.135781404354844,1.7299871468656065,86.49935734328031,167,0.9232144910727187,0.8570074354484831,2.2605253813583333,161466.0986684524,7938029.173249981
B5,54,1.436953927064426,4.210434352534735,26.65898357224842,1.9470751731038227,4.009429913074787,29.53827329115236,1.7323238580694529,86.61619290347264,166,0.8780092085787862,0.8734453186546345,2.1498385480848734,153559.8962917767,8091589.069541758
B5,55,1.3518457147457683,4.226116617805704,26.461198303662865,1.992762463241299,3.230787417835642,31.29514890421828,1.7209341618662128,86.04670809331064,165,0.8391525737905323,0.8762979598140943,2.054696617339226,146764.04409565902,8238353.113637417
B5,56,1.4933973165332146,4.201671013184992,24.4307188429483,1.9876276431177575,3.737456980946886,34.02141544755963,1.713891905858941,85.69459529294706,164,0.9053106330249681,0.8734084512538148,2.216687111993485,158334.7937138204,8396687.907351237
B5,57,1.463648407305306,4.16191750519218,27.30173244074096,1.911933052747561,3.826234187013328,34.939415447390815,1.713899184581786,85.6949592290893,163,0.8260434869954901,0.877207474340447,2.0225985256030463,144471.3232573605,8541159.230608597
B5,58,1.1738565674532098,4.28217188850392,26.619909353670504,1.945455645038141,3.3086017552932816,29.5923160840555,1.703854363938203,85.19271819691016,162,0.7798420415736764,0.8612383099512001,1.9094725499588605,136390.89642563293,8677550.12703423
B5,59,1.37591790056822,4.25293761681584,28.72542679420648,1.9572368653949757,3.414331776706701,33.72974083593252,1.700981609423062,85.04908047115309,161,0.8933172697117299,0.8635556721068431,2.187320911138118,156237.20793843703,8833787.334972667
B5,60,1.4411042792783204,4.103703312412964,25.523565381218727,2.149084966740474,3.3121185944249727,33.11976407373585,1.70950799300196,85.475399650098,160,0.7271532791399553,0.8355469275450197,1.7804621347785332,127175.86676989525,8960963.201742562
B5,61,1.4785204476958962,4.137041265071051,26.302409205313094,2.103726658072633,3.2746974240203564,31.950306509707783,1.691824434592704,84.59122172963521,159,0.7991960368922726,0.824287903018375,1.956861534936276,139775.82392401973,9100739.025666581
B5,62,1.4646061412638938,4.163167125732801,26.81553730400369,2.411225660445862,3.7908525063673046,36.334689706776444,1.696293715042448,84.8146857521224,158,0.8285123972117596,0.8227678777928359,2.0286437450641137,144903.12464743672,9245642.150314018
B5,63,1.5935197693814274,4.244255769117936,27.741637529450458,2.10970280876508,3.337916963912546,31.75631424708244,1.6829179887676688,84.14589943838344,157,1.0450336955679855,0.8427283152989814,2.558804282265166,182771.73444751193,9428413.88476153
B5,64,1.4647216465945996,4.196757534303036,25.875028692567955,1.9789514790057932,3.246460452406477,31.88843502807463,1.6720803887244702,83.60401943622351,156,0.8777901787428122,0.850120699834313,2.149302245299029,153521.58894993068,9581935.47371146
B5,65,1.3656212350007046,4.225429685225028,28.03979402948261,2.182544484215695,3.4324643195318782,32.96149160073037,1.6738074060244772,83.69037030122387,155,0.8480824306669734,0.8598693268476412,2.0765617075390526,148325.8362527895,9730261.30996425
B5,66,1.4604672505669234,4.2484355991518585,25.008823193666533,2.0033079571352617,3.692843048778442,35.33668571240912,1.671659330883717,83.58296654418585,154,0.9502797529048335,0.868006824446656,2.326795692229987,166199.69230214195,9896461.002266392
B5,67,1.2361660851652665,4.236180264831514,24.439907964810818,1.9599666550292727,3.300284032665854,30.285522612926435,1.666378096159242,83.3189048079621,153,0.7697753202275459,0.874095687459169,1.884823804374778,134630.27174105562,10031091.274007447
B5,68,1.194636104657854,4.237718348748827,29.24226275781601,2.0343127237312366,3.8086010099629632,34.76319381650231,1.6643182665578933,83.21591332789467,152,0.7422786331309985,0.8659646297789869,1.8174971325275988,129821.22375197138,10160912.497759419
B5,69,1.279739441404448,4.219000198288658,27.654545363436277,2.041537425299864,3.4491531778389177,32.230173739867105,1.6559072982464025,82.79536491232011,151,0.7788263364987563,0.8588666211057008,1.9069855579065982,136213.25413618563,10297125.751895605
B5,70,1.4569990520618137,4.2579633773346055,27.096151084986268,1.980333715016184,3.534192733920275,35.11237916164996,1.6441951700494508,82.20975850247254,150,0.9615513485013597,0.8469405715247541,2.354394617702602,168171.04412161448,10465296.796017218
B5,71,1.4277456875896388,4.145481336926428,28.4896220919349,1.966993084490405,3.708155301057549,37.05507935535315,1.6381897366709262,81.90948683354631,149,0.7787261000885314,0.8327885602884285,1.9067401252886738,136195.7232349053,10601492.519252123
B5,72,1.3823074170974283,4.21610148539927,25.92396313966147,2.110222949137256,3.861252915354256,35.42170750885531,1.6416763215832957,82.08381607916479,148,0.8471650769177905,0.8326575097528309,2.0743155324044937,148165.39517174958,10749657.914423874
B5,73,1.4665044418664348,4.207183384880494,25.8044913491964,2.02175524075513,3.708485489862295,33.39778133902512,1.637427452798397,81.87137263991985,147,0.894331156229077,0.8246648530848656,2.1898034503838106,156414.5321702722,10906072.446594145
B5,74,1.3430326393378405,4.134895473249735,25.925190244108272,2.0924207916231974,3.819288545445287,33.10218303888417,1.6336620945529312,81.68310472764657,146,0.7103403821975438,0.8161741476520081,1.7392951246850041,124235.36604892889,11030307.812643073
B5,75,1.521503573509173,4.143978905886428,26.55867730089851,1.757137308965294,3.513587913299879,30.982165912047368,1.6285920688676307,81.42960344338154,145,0.8375636105629753,0.8297862872851478,2.0508059811537342,146486.14151098105,11176793.954154054
B5,76,1.379703979816462,4.20742480132159,26.81005177901696,2.172410831718956,3.3610564282673554,32.35129163958551,1.6190703940748394,80.95351970374197,144,0.8333468328754721,0.8375749296246786,2.0404810424939535,145748.64589242527,11322542.600046478
B5,77,1.3408873827636214,4.229888320683831,24.38010733817401,2.072055623746937,3.311495684838135,33.414561346789746,1.618851425049173,80.94257125245865,143,0.8363790916065801,0.81969317863971,2.0479056419676365,146278.97442625978,11468821.574472738
B5,78,1.4650788907093142,4.261812967752604,26.021358493114327,1.9899265658221403,3.4305148546553177,32.94930127842527,1.620955730711498,81.0477865355749,142,0.9733522505012353,0.8474969144129535,2.383289569798344,170234.96927131034,11639056.543744048
B5,79,1.3807739235076144,4.193526943538754,28.099781137918463,2.0706593729253213,3.3751761581587734,34.46521240409632,1.6064911943067326,80.32455971533663,141,0.8149066981354289,0.8428885745869018,1.9953296794915156,142523.54853510828,11781580.092279157
B5,80,1.4047738725096484,4.1418779706976245,26.56587322194445,1.923004311843331,3.474176822205242,30.946405133560383,1.5997733729495642,79.9886686474782,140,0.7588759023756095,0.8235378240364064,1.8581361700984746,132724.01214989106,11914304.104429048
B5,81,1.2995039499734116,4.248125946992315,26.02881900895888,1.9050889202554184,3.54394936631535,29.84893756186962,1.5984154209669446,79.92077104834723,139,0.8305015693191845,0.8407037079109266,2.033514307734224,145251.02198101603,12059555.126410063
B5,82,1.438420351741797,4.213752523605095,27.395492435154928,2.0167790711757,3.0444493199606604,34.232735491546585,1.5947425111620623,79.73712555810312,138,0.8838258032936257,0.8473125925867337,2.1640806988668566,154577.1927762041,12214132.319186267
B5,83,1.40611961637067,4.192287454084599,25.36627085062385,2.132493585427561,3.1166789320537065,34.77628102367685,1.5903042497145692,79.51521248572845,137,0.8306171123694975,0.8469226325144517,2.03379721923572,145271.22994540862,12359403.549131675
B5,84,1.3625618903114032,4.216551148078122,25.95367230599911,2.035841609189095,3.59776446774411,32.30125979417984,1.5780228710530555,78.90114355265277,136,0.8337931521128803,0.8465532125867802,2.0415738719221155,145826.705137294,12505230.254268968
B5,85,1.255467227425238,4.103013841162243,26.50899641737772,1.89823211009194,3.4998291063344342,32.98950953015332,1.5739984913377778,78.6999245668889,135,0.616304526917673,0.7955463949319856,1.509044798597842,107788.91418556016,12613019.168454528
B5,86,1.2943531689559276,4.196282250510869,29.66815168762413,1.8067107372390248,3.500287374782507,33.752230887860485,1.571679578390346,78.5839789195173,134,0.7596390124643603,0.7876510112646901,1.860004673833059,132857.47670236137,12745876.64515689
B5,87,1.6050717867769086,4.279116718582411,28.301659367144342,1.9840641429569783,3.1297967585274917,31.920489194900306,1.5689657060311557,78.44828530155777,133,1.109861787096955,0.837791851939168,2.717538301004386,194109.8786431705,12939986.52380006
B5,88,1.65455030815585,4.2745503520585295,27.678481757485024,1.9540168542633496,3.6544863906897898,36.23298644516218,1.5620420096379293,78.10210048189646,132,1.142250032604795,0.8823273466942553,2.796842137475873,199774.43839113382,13139760.962191194
B5,89,1.302804228869891,4.293642843428181,24.02817107491204,2.060232591744898,3.52746318635458,34.386156229277574,1.559397172374145,77.96985861870725,131,0.8922113269698693,0.8835252786480042,2.1846129687666767,156043.7834833341,13295804.745674528
B5,90,1.2554611712243309,4.221716481060717,27.63015021061709,1.98485600356015,3.643743706192379,32.45300401933808,1.5498633139885336,77.49316569942668,130,0.765327577031162,0.8741982021710992,1.8739333379854268,133852.38128467338,13429657.126959201
B5,91,1.4630454364207883,4.2004994032567256,26.225643675090048,2.173725322398304,2.7496903966424875,34.53381352315833,1.544385812604455,77.21929063022274,129,0.8820885042982985,0.8810975381975876,2.1598268569786274,154273.34692704483,13583930.473886246
B5,92,1.3153959641271245,4.110552190949774,25.350753206625704,2.016045024817793,3.688326081595409,31.462260160161357,1.5402955691220284,77.01477845610142,128,0.6611573530098165,0.8875050847821795,1.6188686291240846,115633.47350886322,13699563.947395109
B5,93,1.3290785866520147,4.235428218856141,29.93815011322982,1.8815776638082915,3.5779125264063896,33.33367960041808,1.5370306562508038,76.85153281254019,127,0.8352776726357094,0.8983106076638008,2.045208776219494,146086.34115853533,13845650.288553644
B5,94,1.514202203232866,4.17246237988372,27.944954653667377,2.1066115847155014,3.7160749678891714,32.84199412349597,1.523527779287409,76.17638896437043,126,0.8759001584238411,0.8648875178533559,2.1446744595096696,153191.0328221193,13998841.321375763
B5,95,1.184842113827926,4.149871406430359,28.766163695051038,2.063772339213279,3.122441623725745,33.943731478290395,1.52282406787441,76.1412033937205,125,0.631296146574704,0.7918941055633429,1.5457523428035358,110410.88162882402,14109252.203004587
B5,96,1.4700482365750591,4.18049769572629,24.073775374031577,2.0102774892709108,3.4956425252202274,34.57763244588922,1.521711559098804,76.08557795494019,124,0.8576277175308322,0.7869535899291947,2.0999337011946415,149995.26437104584,14259247.467375632
B5,97,1.284276972975849,4.193566093421354,30.91307693872225,2.01200969568791,3.699622137396642,32.474805261293646,1.5141353251726375,75.70676625863187,123,0.7493312824548118,0.7846684049897162,1.8347658094780388,131054.70067700281,14390302.168052636
B5,98,1.2740001114564454,4.210852089263301,26.67832544112964,2.071294839021125,3.2441960837759805,32.61366791203724,1.5091173539254787,75.45586769627394,122,0.7644409585385754,0.7678616127383272,1.8717624192818598,133697.31566299,14523999.483715625
B5,99,1.4082941500262116,4.19536497190129,27.505675614697147,2.0041883072942066,3.5060593156275357,34.385781317234155,1.5076881509064308,75.38440754532154,121,0.8364500609663483,0.7929034281606889,2.0480794131124855,146291.38665089186,14670290.870366517
B5,100,1.2334988375737888,4.192898698415152,27.593518122343564,2.013247757955213,3.027338670044437,32.836775230095746,1.5001683079604744,75.00841539802371,120,0.7144963282974354,0.7756489503980782,1.7494711149161,124962.22249400718,14795253.092860525
B5,101,1.299194118068914,4.22958475997323,26.36359517730961,1.977336773983149,3.212881697401019,33.74080622643875,1.5033396334825486,75.16698167412743,119,0.8061867801258984,0.7656898963555151,1.9739786324980877,140998.47374986345,14936251.566610388
B5,102,1.5106559620434652,4.195308499179781,26.52431784361212,2.01244785684887,3.504962925307076,32.35633936652231,1.4949819341254744,74.74909670627372,118,0.9079864378327591,0.8052170808209516,2.223238920638239,158802.7800455885,15095054.346655976
B5,103,1.432514312875391,4.2570647544919655,26.04091213414316,1.9248611104279565,4.067777263088043,35.37342512646149,1.4877968536673951,74.38984268336975,117,0.9416500419696558,0.8172202700264978,2.3056655206486374,164690.39433204554,15259744.740988022
B5,104,1.406594197719054,4.177971843255368,27.74093563702745,1.9820660088381108,3.818547277079354,32.727782369022,1.4712834148089948,73.56417074044974,116,0.8108079279900653,0.8260026479601054,1.9852936867340985,141806.6919095785,15401551.4328976
B5,105,1.416466823189802,4.249397656075538,28.360292627616907,1.974494427825117,3.412805079828241,32.740884248702315,1.474052971743023,73.70264858715116,115,0.9186500308530593,0.8480325154336031,2.2493491289505623,160667.79492504022,15562219.227822639
B5,106,1.3354663089496417,4.190808656846417,27.64409643314644,2.078996754647541,3.762507003266217,33.08225951813112,1.472688416608939,73.63442083044693,114,0.780301343722986,0.8400112701131227,1.9105971685347891,136471.22632391355,15698690.454146553
B5,107,1.5505429509137287,4.206795696835235,25.371160234624533,2.1529269555310773,3.550602030648283,34.830137822004026,1.4579964072127864,72.89982036063932,113,0.9541013362652628,0.8742405569656696,2.3361529827261416,166868.07019472442,15865558.524341278
B5,108,1.314250497054061,4.106477629387471,26.84637752655619,1.9868844060930655,3.7344631060272286,32.58510780628737,1.462155303099654,73.1077651549827,112,0.6551212322943191,0.8526597644183012,1.6040889606783801,114577.78290559861,15980136.307246877
B5,109,1.4422742925225918,4.196774312267888,26.399674883445183,1.8102583639666243,3.91271710079439,34.030947908818305,1.4506154941958582,72.53077470979291,111,0.8620956792105736,0.8461039417579889,2.110873673300426,150776.69095003046,16130912.998196907
B5,110,1.1961935832736117,4.186156649108479,26.090912244822345,1.8394033089586657,3.4966106499451306,33.340046225527395,1.4462356747677252,72.31178373838625,110,0.6816990003359111,0.8089680786674539,1.6691656246809827,119226.11604864165,16250139.114245549
B5,111,1.6031397215148364,4.264794314699377,27.773165252656145,2.1895122291331006,3.5567364434816247,35.899616058171425,1.4497039388691506,72.48519694345752,109,1.0853481880492286,0.848188115818763,2.6575158323671797,189822.5594547986,16439961.673700348
B5,112,1.4736257947759277,4.166825472259582,27.74778080745077,1.826399024335924,3.551529286231127,32.64666568866299,1.4299294287875823,71.49647143937912,108,0.8399361663922028,0.8369432780386405,2.05661527327655,146901.09094832506,16586862.764648672
B5,113,1.2142889050335852,4.147332835208493,27.784999799649388,2.013686105852561,2.8395649010158515,35.33197982914092,1.441146258149521,72.05731290747603,107,0.6464061267930264,0.8178153899057892,1.5827496972922555,113053.5498065897,16699916.314455261
B5,114,1.2022955422505452,4.221432613326527,24.45969624206521,2.074759012566987,3.3213205954660787,35.02998401397983,1.4312065207106124,71.56032603553062,106,0.7281021265506232,0.7855297885179835,1.7827854233269602,127341.81595192576,16827258.130407188
B5,115,1.41948071718871,4.247927627512865,27.661603993492115,2.0428131635956506,3.6578799778114814,30.535574338252424,1.420907423789488,71.0453711894744,105,0.9188174871224093,0.8232006820648535,2.249759151920082,160697.08228000588,16987955.212687194
B5,116,1.37391903066127,4.26536211931688,25.4333786205988,2.006852577372168,3.4189129344720097,30.739105985239902,1.4218562146919662,71.09281073459832,104,0.9088975201413726,0.829886659340682,2.2254697399148453,158962.12427963183,17146917.336966828
B5,117,1.3501993716029042,4.199690673631196,28.010833625651237,2.010187331639027,3.252209659155883,32.66063955301522,1.419790982958564,70.9895491479282,103,0.8022947175480534,0.8471146189424167,1.9644487709890566,140317.7693563612,17287235.10632319
B5,118,1.33663237674074,4.235906876857774,27.954662527952152,2.1475174160605723,3.1144584778767515,32.43603051164643,1.4091091550903836,70.45545775451917,102,0.8413715102647251,0.8122608078303448,2.060129766697298,147152.12619266417,17434387.232515853
B5,119,1.25773367353848,4.193368054305414,26.87459257648736,1.9897801086657516,3.4876245811626365,33.532713179380224,1.4011824170411182,70.05912085205591,101,0.7312581948967624,0.7967353833309961,1.7905131752965588,127893.79823546851,17562281.03075132
